id,fullname,subject,age
778,Stepanov Gordey,Biology,45
779,Stepanov Gordey,Biology,33
780,Veselov Anton,Algebra,45
781,Prokhorov Ludwig,Chemistry,23
782,Ilyin Mechislav,PE,23
783,Ilyin Mechislav,Art,34
784,Ilyin Mechislav,History,66
785,Veselov Anton,Art,33
786,Prokhorov Ludwig,History,34
787,Sukhanov Arsen,PE,33
788,Boris Kulikov,Geometry,78
789,Boris Kulikov,Biology,34
790,Lobanov Ernest,Health,34
791,Rusakov Yuri,English,66
792,Komissarov Klim,Chemistry,66
793,Bespalov Mitrofan,Health,45
794,Sukhanov Arsen,Geometry,66
795,Lobanov Ernest,English,23
796,Lobanov Ernest,Chemistry,78
797,Prokhorov Ludwig,PE,23
798,Prokhorov Ludwig,Geometry,78
799,Prokhorov Ludwig,Art,45
800,Prokhorov Ludwig,English,45
801,Stepanov Gordey,Geometry,33
802,Veselov Anton,History,33
803,Boris Kulikov,English,45
804,Rusakov Yuri,Art,34
805,Rusakov Yuri,Health,78
806,Rusakov Yuri,PE,78
807,Lobanov Ernest,PE,34
808,Bespalov Mitrofan,Art,66
809,Ilyin Mechislav,History,66
810,Lobanov Ernest,Geometry,78
811,Komissarov Klim,Biology,33
812,Boris Kulikov,Chemistry,34
813,Stepanov Gordey,English,23
814,Sukhanov Arsen,English,66
815,Rusakov Yuri,Geometry,66
816,Rusakov Yuri,Geometry,66
817,Bespalov Mitrofan,Geography,78
818,Rusakov Yuri,Chemistry,23
819,Lobanov Ernest,Chemistry,23
820,Stepanov Gordey,Algebra,34
821,Stepanov Gordey,PE,66
822,Stepanov Gordey,PE,34
823,Ilyin Mechislav,Art,23
824,Komissarov Klim,Geometry,23
825,Lobanov Ernest,Biology,23
826,Sukhanov Arsen,Art,23
827,Veselov Anton,PE,78
828,Boris Kulikov,Geometry,34
829,Boris Kulikov,English,66
830,Boris Kulikov,PE,66
831,Rusakov Yuri,Geometry,33
832,Stepanov Gordey,Chemistry,23
833,Boris Kulikov,Geometry,45
834,Bespalov Mitrofan,English,23
835,Rusakov Yuri,Chemistry,66
836,Bespalov Mitrofan,English,34
837,Boris Kulikov,Biology,78
838,Sukhanov Arsen,Biology,78
839,Boris Kulikov,Biology,33
840,Bespalov Mitrofan,Chemistry,23
841,Sukhanov Arsen,English,78
842,Stepanov Gordey,Geography,34
843,Sukhanov Arsen,History,34
844,Veselov Anton,PE,23
845,Bespalov Mitrofan,History,23
846,Lobanov Ernest,Biology,33
847,Sukhanov Arsen,History,34
848,Bespalov Mitrofan,Geometry,45
849,Lobanov Ernest,Algebra,33
850,Komissarov Klim,Chemistry,34
851,Sukhanov Arsen,History,33
852,Komissarov Klim,English,34
853,Komissarov Klim,Geometry,45
854,Bespalov Mitrofan,English,23
855,Sukhanov Arsen,Geometry,33
856,Ilyin Mechislav,PE,33
857,Lobanov Ernest,PE,34
858,Veselov Anton,English,33
859,Rusakov Yuri,PE,66
860,Ilyin Mechislav,Geography,23
861,Lobanov Ernest,Geometry,23
862,Boris Kulikov,Geometry,34
863,Prokhorov Ludwig,Chemistry,33
864,Rusakov Yuri,Biology,45
865,Stepanov Gordey,PE,23
866,Rusakov Yuri,English,34
867,Prokhorov Ludwig,History,34
868,Boris Kulikov,Biology,23
869,Veselov Anton,Health,33
870,Bespalov Mitrofan,English,23
871,Sukhanov Arsen,Chemistry,78
872,Komissarov Klim,PE,66
873,Veselov Anton,PE,34
874,Komissarov Klim,Algebra,45
875,Veselov Anton,PE,45
876,Rusakov Yuri,Biology,33
877,Boris Kulikov,Health,23
878,Bespalov Mitrofan,Algebra,45
879,Rusakov Yuri,English,33
880,Sukhanov Arsen,Geography,66
881,Lobanov Ernest,Art,66
882,Boris Kulikov,Algebra,66
883,Stepanov Gordey,Algebra,34
884,Ilyin Mechislav,Algebra,23
885,Veselov Anton,Health,45
886,Rusakov Yuri,Geometry,78
887,Lobanov Ernest,Chemistry,23
888,Boris Kulikov,Geometry,45
889,Boris Kulikov,Algebra,33
890,Rusakov Yuri,Geography,23
891,Rusakov Yuri,Geometry,33
892,Sukhanov Arsen,Chemistry,34
893,Lobanov Ernest,Health,34
894,Bespalov Mitrofan,Geometry,78
895,Prokhorov Ludwig,Algebra,45
896,Sukhanov Arsen,Geography,78
897,Boris Kulikov,Geometry,45
898,Sukhanov Arsen,Algebra,33
899,Prokhorov Ludwig,English,23
900,Komissarov Klim,Health,34
901,Stepanov Gordey,Health,23
902,Ilyin Mechislav,PE,33
903,Sukhanov Arsen,Geometry,23
904,Bespalov Mitrofan,English,66
905,Prokhorov Ludwig,Geometry,45
906,Prokhorov Ludwig,Chemistry,45
907,Veselov Anton,Geography,23
908,Sukhanov Arsen,Biology,66
909,Lobanov Ernest,PE,23
910,Sukhanov Arsen,Geography,66
911,Rusakov Yuri,Art,34
912,Veselov Anton,Algebra,66
913,Lobanov Ernest,English,34
914,Komissarov Klim,Health,66
915,Lobanov Ernest,History,78
916,Bespalov Mitrofan,Geometry,33
917,Ilyin Mechislav,Health,34
918,Bespalov Mitrofan,Algebra,78
919,Rusakov Yuri,Art,23
920,Ilyin Mechislav,Geometry,34
921,Bespalov Mitrofan,Health,78
922,Ilyin Mechislav,Algebra,33
923,Bespalov Mitrofan,Algebra,23
924,Lobanov Ernest,English,66
925,Ilyin Mechislav,English,66
926,Ilyin Mechislav,Algebra,23
927,Lobanov Ernest,Geography,33
928,Sukhanov Arsen,Art,66
929,Bespalov Mitrofan,Chemistry,78
930,Boris Kulikov,Biology,34
931,Rusakov Yuri,Health,66
932,Sukhanov Arsen,Art,34
933,Bespalov Mitrofan,History,45
934,Bespalov Mitrofan,Health,23
935,Bespalov Mitrofan,Geometry,33
936,Komissarov Klim,PE,23
937,Prokhorov Ludwig,Geography,34
938,Veselov Anton,Geography,34
939,Ilyin Mechislav,Chemistry,23
940,Prokhorov Ludwig,Geography,45
941,Sukhanov Arsen,Geometry,45
942,Ilyin Mechislav,PE,45
943,Veselov Anton,Biology,33
944,Bespalov Mitrofan,Geography,78
945,Lobanov Ernest,Geometry,66
946,Lobanov Ernest,Algebra,23
947,Stepanov Gordey,Biology,33
948,Ilyin Mechislav,Chemistry,45
949,Boris Kulikov,Art,78
950,Lobanov Ernest,Art,45
951,Stepanov Gordey,Biology,33
952,Boris Kulikov,English,78
953,Bespalov Mitrofan,PE,45
954,Ilyin Mechislav,History,66
955,Komissarov Klim,Biology,34
956,Bespalov Mitrofan,PE,34
957,Komissarov Klim,Geography,33
958,Sukhanov Arsen,Geography,78
959,Rusakov Yuri,Biology,78
960,Sukhanov Arsen,English,66
961,Rusakov Yuri,Algebra,34
962,Stepanov Gordey,Algebra,33
963,Bespalov Mitrofan,Geography,78
964,Lobanov Ernest,Geometry,34
965,Lobanov Ernest,Geography,33
966,Stepanov Gordey,Algebra,34
967,Ilyin Mechislav,History,78
968,Komissarov Klim,Biology,23
969,Rusakov Yuri,Art,45
970,Sukhanov Arsen,Biology,78
971,Boris Kulikov,English,23
972,Boris Kulikov,PE,66
973,Lobanov Ernest,English,78
974,Lobanov Ernest,Geometry,33
975,Bespalov Mitrofan,Biology,66
976,Komissarov Klim,Algebra,34
977,Bespalov Mitrofan,Geography,78
978,Komissarov Klim,Art,23
979,Stepanov Gordey,PE,66
980,Rusakov Yuri,History,66
981,Ilyin Mechislav,Geography,78
982,Veselov Anton,Geography,78
983,Stepanov Gordey,Geography,23
984,Ilyin Mechislav,Geography,45
985,Bespalov Mitrofan,Geometry,78
986,Bespalov Mitrofan,Art,34
987,Ilyin Mechislav,History,34
988,Lobanov Ernest,PE,45
989,Veselov Anton,English,33
990,Veselov Anton,Art,34
991,Veselov Anton,Algebra,45
992,Prokhorov Ludwig,History,78
993,Komissarov Klim,Geography,45
994,Lobanov Ernest,English,23
995,Rusakov Yuri,PE,34
996,Stepanov Gordey,Algebra,23
997,Rusakov Yuri,English,66
998,Lobanov Ernest,Geography,34
999,Boris Kulikov,Geometry,23
1000,Stepanov Gordey,Health,78
1001,Boris Kulikov,Biology,33
1002,Stepanov Gordey,Biology,23
1003,Veselov Anton,Biology,66
1004,Veselov Anton,Chemistry,45
1005,Prokhorov Ludwig,Geometry,23
1006,Stepanov Gordey,PE,34
1007,Lobanov Ernest,Biology,33
1008,Lobanov Ernest,Chemistry,45
1009,Komissarov Klim,Algebra,23
1010,Ilyin Mechislav,Art,78
1011,Ilyin Mechislav,Chemistry,66
1012,Ilyin Mechislav,Geography,78
1013,Sukhanov Arsen,Geometry,45
1014,Rusakov Yuri,Biology,66
1015,Lobanov Ernest,Art,34
1016,Sukhanov Arsen,Biology,66
1017,Rusakov Yuri,Art,45
1018,Rusakov Yuri,Geography,23
1019,Bespalov Mitrofan,History,34
1020,Lobanov Ernest,PE,33
1021,Veselov Anton,Algebra,78
1022,Ilyin Mechislav,Algebra,34
1023,Bespalov Mitrofan,English,78
1024,Prokhorov Ludwig,Algebra,33
1025,Rusakov Yuri,PE,34
1026,Stepanov Gordey,Health,78
1027,Stepanov Gordey,History,66
1028,Lobanov Ernest,PE,34
1029,Stepanov Gordey,PE,66
1030,Prokhorov Ludwig,Geography,45
1031,Komissarov Klim,Art,45
1032,Rusakov Yuri,Art,78
1033,Ilyin Mechislav,History,34
1034,Sukhanov Arsen,Algebra,66
1035,Ilyin Mechislav,History,34
1036,Prokhorov Ludwig,Health,23
1037,Rusakov Yuri,Algebra,78
1038,Lobanov Ernest,PE,78
1039,Rusakov Yuri,Algebra,78
1040,Komissarov Klim,History,78
1041,Sukhanov Arsen,Biology,66
1042,Stepanov Gordey,History,34
1043,Lobanov Ernest,Health,66
1044,Boris Kulikov,Geography,66
1045,Komissarov Klim,Art,66
1046,Veselov Anton,Health,34
1047,Bespalov Mitrofan,History,78
1048,Prokhorov Ludwig,Geography,23
1049,Stepanov Gordey,Art,78
1050,Stepanov Gordey,Geometry,34
1051,Veselov Anton,Biology,34
1052,Boris Kulikov,Health,66
1053,Bespalov Mitrofan,History,34
1054,Sukhanov Arsen,Chemistry,34
1055,Ilyin Mechislav,Chemistry,33
1056,Komissarov Klim,Biology,66
1057,Prokhorov Ludwig,Art,33
1058,Sukhanov Arsen,Algebra,34
1059,Boris Kulikov,English,45
1060,Rusakov Yuri,Geometry,45
1061,Lobanov Ernest,PE,78
1062,Bespalov Mitrofan,Geometry,33
1063,Bespalov Mitrofan,PE,33
1064,Boris Kulikov,History,66
1065,Sukhanov Arsen,English,23
1066,Sukhanov Arsen,English,78
1067,Veselov Anton,Algebra,66
1068,Rusakov Yuri,History,23
1069,Lobanov Ernest,Geometry,78
1070,Veselov Anton,Health,33
1071,Komissarov Klim,Art,78
1072,Komissarov Klim,Art,33
1073,Boris Kulikov,Geography,45
1074,Veselov Anton,Art,33
1075,Rusakov Yuri,Art,33
1076,Rusakov Yuri,Health,23
1077,Rusakov Yuri,Geography,34
1078,Prokhorov Ludwig,Algebra,45
1079,Bespalov Mitrofan,Algebra,34
1080,Ilyin Mechislav,Health,34
1081,Komissarov Klim,Geography,78
1082,Veselov Anton,English,45
1083,Ilyin Mechislav,Geography,33
1084,Sukhanov Arsen,PE,66
1085,Ilyin Mechislav,Health,66
1086,Stepanov Gordey,Health,45
1087,Sukhanov Arsen,Algebra,66
1088,Ilyin Mechislav,Biology,78
1089,Prokhorov Ludwig,Geography,34
1090,Ilyin Mechislav,Art,34
1091,Prokhorov Ludwig,Algebra,66
1092,Lobanov Ernest,Geography,23
1093,Sukhanov Arsen,Algebra,45
1094,Stepanov Gordey,Geography,78
1095,Komissarov Klim,Algebra,23
1096,Komissarov Klim,Geography,33
1097,Lobanov Ernest,PE,33
1098,Prokhorov Ludwig,Biology,66
1099,Sukhanov Arsen,Chemistry,33
1100,Veselov Anton,English,66
1101,Ilyin Mechislav,Health,33
1102,Prokhorov Ludwig,Geography,66
1103,Veselov Anton,Geometry,78
1104,Prokhorov Ludwig,Biology,45
1105,Sukhanov Arsen,Chemistry,23
1106,Lobanov Ernest,Algebra,78
1107,Ilyin Mechislav,History,34
1108,Bespalov Mitrofan,Geography,78
1109,Lobanov Ernest,Geometry,66
1110,Veselov Anton,Biology,78
1111,Komissarov Klim,Health,23
1112,Lobanov Ernest,Geometry,45
1113,Bespalov Mitrofan,Geometry,23
1114,Ilyin Mechislav,History,66
1115,Sukhanov Arsen,Algebra,45
1116,Lobanov Ernest,PE,66
1117,Prokhorov Ludwig,Art,33
1118,Veselov Anton,Art,45
1119,Bespalov Mitrofan,Geography,78
1120,Sukhanov Arsen,Chemistry,66
1121,Sukhanov Arsen,Health,33
1122,Veselov Anton,History,33
1123,Veselov Anton,Algebra,45
1124,Lobanov Ernest,Geometry,33
1125,Lobanov Ernest,Geometry,34
1126,Sukhanov Arsen,Chemistry,23
1127,Rusakov Yuri,Health,45
1128,Boris Kulikov,Chemistry,78
1129,Boris Kulikov,PE,45
1130,Boris Kulikov,Geography,78
1131,Stepanov Gordey,English,33
1132,Ilyin Mechislav,Biology,34
1133,Stepanov Gordey,History,78
1134,Prokhorov Ludwig,English,66
1135,Komissarov Klim,Chemistry,23
1136,Boris Kulikov,Algebra,23
1137,Lobanov Ernest,English,78
1138,Lobanov Ernest,Chemistry,23
1139,Sukhanov Arsen,PE,33
1140,Komissarov Klim,History,66
1141,Bespalov Mitrofan,History,23
1142,Stepanov Gordey,PE,78
1143,Boris Kulikov,History,33
1144,Bespalov Mitrofan,Chemistry,23
1145,Komissarov Klim,History,78
1146,Bespalov Mitrofan,English,34
1147,Ilyin Mechislav,Geometry,34
1148,Sukhanov Arsen,History,78
1149,Boris Kulikov,English,34
1150,Bespalov Mitrofan,Biology,33
1151,Lobanov Ernest,Algebra,34
1152,Rusakov Yuri,Biology,45
1153,Rusakov Yuri,English,23
1154,Prokhorov Ludwig,Health,78
1155,Sukhanov Arsen,Geometry,34
1156,Ilyin Mechislav,Biology,23
1157,Prokhorov Ludwig,Algebra,23
1158,Prokhorov Ludwig,Chemistry,78
1159,Boris Kulikov,English,66
1160,Prokhorov Ludwig,Chemistry,33
1161,Sukhanov Arsen,PE,23
1162,Sukhanov Arsen,History,33
1163,Stepanov Gordey,Geography,45
1164,Ilyin Mechislav,Art,34
1165,Ilyin Mechislav,PE,34
1166,Lobanov Ernest,Health,33
1167,Sukhanov Arsen,Algebra,78
1168,Stepanov Gordey,Art,78
1169,Bespalov Mitrofan,Algebra,45
1170,Bespalov Mitrofan,Biology,66
1171,Lobanov Ernest,Health,78
1172,Veselov Anton,PE,66
1173,Ilyin Mechislav,Health,45
1174,Bespalov Mitrofan,History,45
1175,Boris Kulikov,English,34
1176,Stepanov Gordey,English,33
1177,Komissarov Klim,History,45
1178,Ilyin Mechislav,PE,33
1179,Komissarov Klim,English,45
1180,Rusakov Yuri,Algebra,66
1181,Stepanov Gordey,English,33
1182,Bespalov Mitrofan,Health,33
1183,Boris Kulikov,Biology,34
1184,Sukhanov Arsen,History,34
1185,Stepanov Gordey,Algebra,78
1186,Rusakov Yuri,Biology,45
1187,Sukhanov Arsen,Algebra,45
1188,Rusakov Yuri,Biology,33
1189,Sukhanov Arsen,Health,66
1190,Bespalov Mitrofan,Geography,23
1191,Veselov Anton,History,45
1192,Boris Kulikov,PE,33
1193,Rusakov Yuri,History,45
1194,Ilyin Mechislav,Chemistry,78
1195,Prokhorov Ludwig,History,34
1196,Lobanov Ernest,Health,34
1197,Sukhanov Arsen,English,78
1198,Boris Kulikov,Algebra,34
1199,Komissarov Klim,History,78
1200,Veselov Anton,Chemistry,66
1201,Stepanov Gordey,Health,45
1202,Stepanov Gordey,History,34
1203,Komissarov Klim,Chemistry,34
1204,Boris Kulikov,Health,33
1205,Veselov Anton,Biology,45
1206,Rusakov Yuri,Health,33
1207,Prokhorov Ludwig,Art,34
1208,Bespalov Mitrofan,English,78
1209,Rusakov Yuri,History,66
1210,Lobanov Ernest,English,34
1211,Sukhanov Arsen,Art,23
1212,Bespalov Mitrofan,History,23
1213,Stepanov Gordey,Geography,34
1214,Veselov Anton,Art,33
1215,Boris Kulikov,PE,45
1216,Lobanov Ernest,Geometry,66
1217,Prokhorov Ludwig,Geography,34
1218,Bespalov Mitrofan,Chemistry,78
1219,Boris Kulikov,Chemistry,33
1220,Stepanov Gordey,History,34
1221,Sukhanov Arsen,Biology,34
1222,Veselov Anton,Geography,23
1223,Boris Kulikov,Algebra,33
1224,Veselov Anton,Geometry,78
1225,Rusakov Yuri,Algebra,34
1226,Stepanov Gordey,Health,23
1227,Rusakov Yuri,Chemistry,78
1228,Veselov Anton,Art,66
1229,Veselov Anton,PE,66
1230,Komissarov Klim,Geography,23
1231,Komissarov Klim,Geometry,45
1232,Veselov Anton,Geography,66
1233,Rusakov Yuri,Geometry,33
1234,Komissarov Klim,Geography,45
1235,Rusakov Yuri,Algebra,66
1236,Bespalov Mitrofan,Art,33
1237,Prokhorov Ludwig,Art,45
1238,Lobanov Ernest,History,23
1239,Bespalov Mitrofan,History,78
1240,Veselov Anton,Geometry,23
1241,Lobanov Ernest,English,23
1242,Bespalov Mitrofan,Geography,34
1243,Ilyin Mechislav,Algebra,23
1244,Veselov Anton,History,34
1245,Komissarov Klim,PE,66
1246,Stepanov Gordey,Chemistry,34
1247,Veselov Anton,PE,66
1248,Rusakov Yuri,Geometry,33
1249,Bespalov Mitrofan,Biology,66
1250,Komissarov Klim,PE,45
1251,Bespalov Mitrofan,Art,66
1252,Bespalov Mitrofan,Art,34
1253,Sukhanov Arsen,Chemistry,23
1254,Boris Kulikov,PE,34
1255,Boris Kulikov,Algebra,33
1256,Stepanov Gordey,Biology,66
1257,Stepanov Gordey,Algebra,23
1258,Veselov Anton,Geometry,66
1259,Lobanov Ernest,Algebra,66
1260,Veselov Anton,Health,33
1261,Komissarov Klim,Algebra,78
1262,Lobanov Ernest,PE,45
1263,Komissarov Klim,Art,45
1264,Bespalov Mitrofan,Art,34
1265,Ilyin Mechislav,PE,34
1266,Lobanov Ernest,Biology,23
1267,Sukhanov Arsen,PE,34
1268,Bespalov Mitrofan,Chemistry,66
1269,Sukhanov Arsen,English,23
1270,Sukhanov Arsen,Health,78
1271,Komissarov Klim,History,23
1272,Sukhanov Arsen,Chemistry,66
1273,Boris Kulikov,History,34
1274,Lobanov Ernest,Art,34
1275,Sukhanov Arsen,English,66
1276,Stepanov Gordey,Art,45
1277,Bespalov Mitrofan,Health,45
1278,Komissarov Klim,Geometry,45
1279,Prokhorov Ludwig,Algebra,45
1280,Komissarov Klim,Chemistry,23
1281,Sukhanov Arsen,Health,33
1282,Ilyin Mechislav,Chemistry,78
1283,Rusakov Yuri,Art,23
1284,Sukhanov Arsen,English,33
1285,Stepanov Gordey,Art,66
1286,Bespalov Mitrofan,English,34
1287,Veselov Anton,Chemistry,33
1288,Lobanov Ernest,Algebra,34
1289,Rusakov Yuri,Geometry,78
1290,Bespalov Mitrofan,Geography,33
1291,Sukhanov Arsen,English,23
1292,Ilyin Mechislav,Biology,33
1293,Lobanov Ernest,Biology,34
1294,Ilyin Mechislav,History,34
1295,Komissarov Klim,English,33
1296,Prokhorov Ludwig,English,23
1297,Boris Kulikov,Art,45
1298,Lobanov Ernest,PE,34
1299,Sukhanov Arsen,Art,45
1300,Rusakov Yuri,PE,45
1301,Veselov Anton,Chemistry,45
1302,Komissarov Klim,Geometry,34
1303,Boris Kulikov,Geometry,66
1304,Stepanov Gordey,History,78
1305,Bespalov Mitrofan,Algebra,33
1306,Prokhorov Ludwig,Biology,45
1307,Ilyin Mechislav,Health,78
1308,Lobanov Ernest,Geometry,33
1309,Ilyin Mechislav,Art,23
1310,Stepanov Gordey,Art,78
1311,Ilyin Mechislav,PE,33
1312,Rusakov Yuri,Chemistry,23
1313,Prokhorov Ludwig,Health,45
1314,Komissarov Klim,Art,45
1315,Stepanov Gordey,Art,33
1316,Stepanov Gordey,Geometry,66
1317,Ilyin Mechislav,Geography,66
1318,Veselov Anton,Geography,78
1319,Rusakov Yuri,Algebra,45
1320,Komissarov Klim,Chemistry,23
1321,Stepanov Gordey,Art,23
1322,Bespalov Mitrofan,Geography,66
1323,Bespalov Mitrofan,Art,45
1324,Boris Kulikov,Health,23
1325,Boris Kulikov,Art,45
1326,Stepanov Gordey,PE,23
1327,Sukhanov Arsen,Health,23
1328,Ilyin Mechislav,Geometry,45
1329,Komissarov Klim,Chemistry,23
1330,Sukhanov Arsen,Health,33
1331,Bespalov Mitrofan,History,33
1332,Sukhanov Arsen,English,34
1333,Komissarov Klim,Geography,23
1334,Prokhorov Ludwig,English,33
1335,Sukhanov Arsen,English,66
1336,Rusakov Yuri,History,33
1337,Stepanov Gordey,Geometry,34
1338,Komissarov Klim,History,23
1339,Sukhanov Arsen,Geometry,23
1340,Boris Kulikov,Chemistry,78
1341,Rusakov Yuri,Chemistry,23
1342,Prokhorov Ludwig,History,66
1343,Veselov Anton,English,45
1344,Ilyin Mechislav,PE,33
1345,Boris Kulikov,English,33
1346,Veselov Anton,Art,78
1347,Bespalov Mitrofan,English,33
1348,Sukhanov Arsen,Chemistry,78
1349,Komissarov Klim,Chemistry,34
1350,Boris Kulikov,History,45
1351,Stepanov Gordey,Algebra,78
1352,Prokhorov Ludwig,Geometry,34
1353,Veselov Anton,Geography,23
1354,Boris Kulikov,Art,33
1355,Ilyin Mechislav,Geometry,45
1356,Lobanov Ernest,PE,33
1357,Komissarov Klim,Health,23
1358,Komissarov Klim,History,66
1359,Bespalov Mitrofan,Algebra,34
1360,Prokhorov Ludwig,History,23
1361,Bespalov Mitrofan,History,45
1362,Veselov Anton,Health,66
1363,Komissarov Klim,English,66
1364,Komissarov Klim,History,45
1365,Ilyin Mechislav,Geography,33
1366,Veselov Anton,Biology,45
1367,Stepanov Gordey,Biology,33
1368,Lobanov Ernest,Chemistry,34
1369,Komissarov Klim,Algebra,33
1370,Prokhorov Ludwig,Art,23
1371,Veselov Anton,Chemistry,45
1372,Veselov Anton,History,33
1373,Lobanov Ernest,Chemistry,66
1374,Lobanov Ernest,Biology,23
1375,Rusakov Yuri,Health,66
1376,Bespalov Mitrofan,Chemistry,78
1377,Stepanov Gordey,Geography,66
1378,Prokhorov Ludwig,Geography,23
1379,Komissarov Klim,Health,23
1380,Ilyin Mechislav,Geography,45
1381,Ilyin Mechislav,Geography,78
1382,Komissarov Klim,History,23
1383,Boris Kulikov,Chemistry,45
1384,Veselov Anton,PE,34
1385,Bespalov Mitrofan,English,34
1386,Bespalov Mitrofan,Algebra,45
1387,Sukhanov Arsen,Algebra,45
1388,Veselov Anton,Geography,23
1389,Bespalov Mitrofan,English,66
1390,Komissarov Klim,Geography,34
1391,Lobanov Ernest,PE,66
1392,Sukhanov Arsen,History,45
1393,Prokhorov Ludwig,PE,66
1394,Rusakov Yuri,Health,34
1395,Stepanov Gordey,Biology,45
1396,Bespalov Mitrofan,Biology,34
1397,Stepanov Gordey,Art,66
1398,Boris Kulikov,Art,33
1399,Veselov Anton,Biology,34
1400,Lobanov Ernest,Biology,33
1401,Ilyin Mechislav,Chemistry,45
1402,Ilyin Mechislav,PE,34
1403,Sukhanov Arsen,English,45
1404,Prokhorov Ludwig,Biology,34
1405,Lobanov Ernest,English,33
1406,Lobanov Ernest,Chemistry,33
1407,Boris Kulikov,Geometry,78
1408,Lobanov Ernest,English,23
1409,Prokhorov Ludwig,Geometry,66
1410,Prokhorov Ludwig,Health,23
1411,Lobanov Ernest,Chemistry,45
1412,Stepanov Gordey,Geography,33
1413,Komissarov Klim,Geography,78
1414,Ilyin Mechislav,English,66
1415,Rusakov Yuri,History,66
1416,Lobanov Ernest,PE,45
1417,Veselov Anton,Algebra,34
1418,Ilyin Mechislav,English,23
1419,Komissarov Klim,Geometry,66
1420,Prokhorov Ludwig,Algebra,33
1421,Komissarov Klim,Geography,45
1422,Sukhanov Arsen,Chemistry,66
1423,Prokhorov Ludwig,PE,66
1424,Veselov Anton,Biology,45
1425,Sukhanov Arsen,Algebra,78
1426,Prokhorov Ludwig,Algebra,45
1427,Stepanov Gordey,Chemistry,45
1428,Sukhanov Arsen,Algebra,45
1429,Stepanov Gordey,History,66
1430,Sukhanov Arsen,PE,66
1431,Rusakov Yuri,Geography,23
1432,Bespalov Mitrofan,Algebra,66
1433,Komissarov Klim,PE,23
1434,Veselov Anton,Algebra,66
1435,Bespalov Mitrofan,Geometry,45
1436,Prokhorov Ludwig,Art,33
1437,Prokhorov Ludwig,Geometry,23
1438,Komissarov Klim,Geography,45
1439,Lobanov Ernest,History,23
1440,Bespalov Mitrofan,Chemistry,23
1441,Veselov Anton,PE,34
1442,Boris Kulikov,Chemistry,45
1443,Sukhanov Arsen,Algebra,34
1444,Prokhorov Ludwig,Health,34
